cdli_name,unicode_name
KU6~d,PROTO-CUNEIFORM SIGN KU6-D
KUN,PROTO-CUNEIFORM SIGN KUN
KUR~a,PROTO-CUNEIFORM SIGN KUR-A
|KUR~a.E2~a|,PROTO-CUNEIFORM SIGN KUR-A BESIDE E2-A
|KUR~a.NUNUZ~a1|,PROTO-CUNEIFORM SIGN KUR-A BESIDE NUNUZ-A1
KUR~b,PROTO-CUNEIFORM SIGN KUR-B
|KUR~b.E2~a|,PROTO-CUNEIFORM SIGN KUR-B BESIDE E2-A
KUR~c,PROTO-CUNEIFORM SIGN KUR-C
KUR~c,PROTO-CUNEIFORM SIGN KUR-C VARIANT 1
KUR~d,PROTO-CUNEIFORM SIGN KUR-D
KUR@g~a,PROTO-CUNEIFORM SIGN KUR GUNU-A
KUR@g~b,PROTO-CUNEIFORM SIGN KUR GUNU-B
KUSZU2~a,PROTO-CUNEIFORM SIGN KUSHU2-A
KUSZU2~b,PROTO-CUNEIFORM SIGN KUSHU2-B
KUSZU2~c,PROTO-CUNEIFORM SIGN KUSHU2-C
KUSZU2~d,PROTO-CUNEIFORM SIGN KUSHU2-D
KUSZU2~e,PROTO-CUNEIFORM SIGN KUSHU2-E
KUSZU2~f,PROTO-CUNEIFORM SIGN KUSHU2-F
LA~b,PROTO-CUNEIFORM SIGN LA-B
LA~c,PROTO-CUNEIFORM SIGN LA-C
LA~d,PROTO-CUNEIFORM SIGN LA-D
LA~e,PROTO-CUNEIFORM SIGN LA-E
LA2,PROTO-CUNEIFORM SIGN LA2
LAGAB~a,PROTO-CUNEIFORM SIGN LAGAB-A
|LAGAB~ax2(N14)|,PROTO-CUNEIFORM SIGN LAGAB-A TIMES TWO-N14
|LAGAB~axBA|,PROTO-CUNEIFORM SIGN LAGAB-A TIMES BA
|LAGAB~axBIR3~b|,PROTO-CUNEIFORM SIGN LAGAB-A TIMES BIR3-B
|LAGAB~axDU6~b|,PROTO-CUNEIFORM SIGN LAGAB-A TIMES DU6-B
|LAGAB~axKAK~a|,PROTO-CUNEIFORM SIGN LAGAB-A TIMES KAK-A
|LAGAB~axKU6~a|,PROTO-CUNEIFORM SIGN LAGAB-A TIMES KU6-A
|LAGAB~ax(KU6~a+KU6~a)|,PROTO-CUNEIFORM SIGN LAGAB-A TIMES KU6-A JOINING KU6-A
|LAGAB~axKUSZU2~b|,PROTO-CUNEIFORM SIGN LAGAB-A TIMES KUSHU2-B
|LAGAB~axLAGAB~a|,PROTO-CUNEIFORM SIGN LAGAB-A TIMES LAGAB-A
|LAGAB~axME~a|,PROTO-CUNEIFORM SIGN LAGAB-A TIMES ME-A
|LAGAB~axNUN~b|,PROTO-CUNEIFORM SIGN LAGAB-A TIMES NUN-B
|LAGAB~axPA~a|,PROTO-CUNEIFORM SIGN LAGAB-A TIMES PA-A
|LAGAB~axSZA|,PROTO-CUNEIFORM SIGN LAGAB-A TIMES SHA
|LAGAB~axSZITA~a1|,PROTO-CUNEIFORM SIGN LAGAB-A TIMES SHITA-A1
|LAGAB~axSI|,PROTO-CUNEIFORM SIGN LAGAB-A TIMES SI
|LAGAB~axSIG7|,PROTO-CUNEIFORM SIGN LAGAB-A TIMES SIG7
|LAGAB~axSU~a|,PROTO-CUNEIFORM SIGN LAGAB-A TIMES SU-A
|LAGAB~axTI|,PROTO-CUNEIFORM SIGN LAGAB-A TIMES TI
|LAGAB~axU4|,PROTO-CUNEIFORM SIGN LAGAB-A TIMES U4
|LAGAB~axUB|,PROTO-CUNEIFORM SIGN LAGAB-A TIMES UB
|LAGAB~axX|,PROTO-CUNEIFORM SIGN LAGAB-A TIMES X
|LAGAB~axZATU753|,PROTO-CUNEIFORM SIGN LAGAB-A TIMES ZATU753
LAGAB~b,PROTO-CUNEIFORM SIGN LAGAB-B
|LAGAB~bx1(N01)|,PROTO-CUNEIFORM SIGN LAGAB-B TIMES ONE-N1
|LAGAB~bxBANSZUR~a|,PROTO-CUNEIFORM SIGN LAGAB-B TIMES BANSHUR-A
|LAGAB~bxGA'AR~a1|,PROTO-CUNEIFORM SIGN LAGAB-B TIMES GAAR-A1
|LAGAB~bxHI|,PROTO-CUNEIFORM SIGN LAGAB-B TIMES HI
|LAGAB~bxKUR~e|,PROTO-CUNEIFORM SIGN LAGAB-B TIMES KUR-E
|LAGAB~b&LAGAB~b|,PROTO-CUNEIFORM SIGN LAGAB-B OVER LAGAB-B
|LAGAB~bxPA~a|,PROTO-CUNEIFORM SIGN LAGAB-B TIMES PA-A
|LAGAB~bxSZITA~c|,PROTO-CUNEIFORM SIGN LAGAB-B TIMES SHITA-C
|LAGAB~bxSI|,PROTO-CUNEIFORM SIGN LAGAB-B TIMES SI
|LAGAB~bxSUH3|,PROTO-CUNEIFORM SIGN LAGAB-B TIMES SUH3
|LAGAB~bxU4|,PROTO-CUNEIFORM SIGN LAGAB-B TIMES U4
|LAGAB~bxX|,PROTO-CUNEIFORM SIGN LAGAB-B TIMES X
LAGAR~a,PROTO-CUNEIFORM SIGN LAGAR-A
LAGAR~a@r,PROTO-CUNEIFORM SIGN LAGAR-A REVERSED
LAGAR~b1,PROTO-CUNEIFORM SIGN LAGAR-B1
LAGAR~b2,PROTO-CUNEIFORM SIGN LAGAR-B2
LAGAR~c,PROTO-CUNEIFORM SIGN LAGAR-C
LAHTAN2,PROTO-CUNEIFORM SIGN LAHTAN2
LAK025,PROTO-CUNEIFORM SIGN LAK025
LAK050,PROTO-CUNEIFORM SIGN LAK050
LAK172,PROTO-CUNEIFORM SIGN LAK172
LAK251,PROTO-CUNEIFORM SIGN LAK251
LAK350,PROTO-CUNEIFORM SIGN LAK350
LAK777,PROTO-CUNEIFORM SIGN LAK777
LAL2~a,PROTO-CUNEIFORM SIGN LAL2-A
|LAL2~axEZEN~a|,PROTO-CUNEIFORM SIGN LAL2-A TIMES EZEN-A
|LAL2~axNIM~b2|,PROTO-CUNEIFORM SIGN LAL2-A TIMES NIM-B2
LAL2~b,PROTO-CUNEIFORM SIGN LAL2-B
LAL3~a,PROTO-CUNEIFORM SIGN LAL3-A
LAL3~b,PROTO-CUNEIFORM SIGN LAL3-B
LAL3~c,PROTO-CUNEIFORM SIGN LAL3-C
LAM~a,PROTO-CUNEIFORM SIGN LAM-A
LAM~b,PROTO-CUNEIFORM SIGN LAM-B
LAM~b,PROTO-CUNEIFORM SIGN LAM-B VARIANT 1
LAM~b,PROTO-CUNEIFORM SIGN LAM-B VARIANT 2
LAM~b@t,PROTO-CUNEIFORM SIGN LAM-B TENU
LAM~b@s,PROTO-CUNEIFORM SIGN LAM-B SHESSHIG
LAM~b@r,PROTO-CUNEIFORM SIGN LAM-B REVERSED
LAM~c,PROTO-CUNEIFORM SIGN LAM-C
LI,PROTO-CUNEIFORM SIGN LI
LI,PROTO-CUNEIFORM SIGN LI VARIANT 1
LISZ,PROTO-CUNEIFORM SIGN LISH
LU2,PROTO-CUNEIFORM SIGN LU2
LU2,PROTO-CUNEIFORM SIGN LU2 VARIANT 1
LU2,PROTO-CUNEIFORM SIGN LU2 VARIANT 2
|LU2xGESZTU~c3|,PROTO-CUNEIFORM SIGN LU2 TIMES GESHTU-C3
LU2@t,PROTO-CUNEIFORM SIGN LU2 TENU
LUGAL,PROTO-CUNEIFORM SIGN LUGAL
LUGAL,PROTO-CUNEIFORM SIGN LUGAL VARIANT 1
LUM,PROTO-CUNEIFORM SIGN LUM
MA,PROTO-CUNEIFORM SIGN MA
|MAx1(N58)|,PROTO-CUNEIFORM SIGN MA TIMES ONE-N58
|MAx2(N57)|,PROTO-CUNEIFORM SIGN MA TIMES TWO-N57
|MAxA|,PROTO-CUNEIFORM SIGN MA TIMES A
MA,PROTO-CUNEIFORM SIGN MA VARIANT 1
|MAxMA|,PROTO-CUNEIFORM SIGN MA TIMES MA
|MAxX|,PROTO-CUNEIFORM SIGN MA TIMES X
MA2,PROTO-CUNEIFORM SIGN MA2
MAGUR~a,PROTO-CUNEIFORM SIGN MAGUR-A
MAGUR~b,PROTO-CUNEIFORM SIGN MAGUR-B
MAH~a,PROTO-CUNEIFORM SIGN MAH-A
|MAH~axAB2|,PROTO-CUNEIFORM SIGN MAH-A TIMES AB2
|MAH~axGUKKAL~a|,PROTO-CUNEIFORM SIGN MAH-A TIMES GUKKAL-A
|MAH~axKU6~a|,PROTO-CUNEIFORM SIGN MAH-A TIMES KU6-A
|MAH~axMASZ|,PROTO-CUNEIFORM SIGN MAH-A TIMES MASH
|MAH~axNA~a|,PROTO-CUNEIFORM SIGN MAH-A TIMES NA-A
|MAH~ax(SILA3~axUMBIN~a)|,PROTO-CUNEIFORM SIGN MAH-A TIMES SILA3-A TIMES UMBIN-A
|MAH~axTUG2~a|,PROTO-CUNEIFORM SIGN MAH-A TIMES TUG2-A
|MAH~axUD5~a|,PROTO-CUNEIFORM SIGN MAH-A TIMES UD5-A
|MAH~axUDU~a|,PROTO-CUNEIFORM SIGN MAH-A TIMES UDU-A
|MAH~axUR~a|,PROTO-CUNEIFORM SIGN MAH-A TIMES UR-A
|MAH~axUTUA~a|,PROTO-CUNEIFORM SIGN MAH-A TIMES UTUA-A
|MAH~axX|,PROTO-CUNEIFORM SIGN MAH-A TIMES X
|MAH~axZATU659|,PROTO-CUNEIFORM SIGN MAH-A TIMES ZATU659
MAH~b,PROTO-CUNEIFORM SIGN MAH-B
|MAH~bxKU6~a|,PROTO-CUNEIFORM SIGN MAH-B TIMES KU6-A
|MAH~bxMASZ|,PROTO-CUNEIFORM SIGN MAH-B TIMES MASH
|MAH~bxNA~a|,PROTO-CUNEIFORM SIGN MAH-B TIMES NA-A
|MAH~bxSAL|,PROTO-CUNEIFORM SIGN MAH-B TIMES SAL
MAR~a,PROTO-CUNEIFORM SIGN MAR-A
MAR~a,PROTO-CUNEIFORM SIGN MAR-A VARIANT 1
MAR~a@t,PROTO-CUNEIFORM SIGN MAR-A TENU
MAR~b,PROTO-CUNEIFORM SIGN MAR-B
|MAR~bx(LAGAB~b.SZE3)|,PROTO-CUNEIFORM SIGN MAR-B TIMES LAGAB-B BESIDE SHE3
|MAR~bxSZE~a|,PROTO-CUNEIFORM SIGN MAR-B TIMES SHE-A
|MAR~bxX|,PROTO-CUNEIFORM SIGN MAR-B TIMES X
MASZ,PROTO-CUNEIFORM SIGN MASH
MASZ2,PROTO-CUNEIFORM SIGN MASH2
MASZ2@g,PROTO-CUNEIFORM SIGN MASH2 GUNU
ME~a,PROTO-CUNEIFORM SIGN ME-A
ME~b,PROTO-CUNEIFORM SIGN ME-B
ME3,PROTO-CUNEIFORM SIGN ME3
MEN~a,PROTO-CUNEIFORM SIGN MEN-A
MEN~a,PROTO-CUNEIFORM SIGN MEN-A VARIANT 1
MEN~b,PROTO-CUNEIFORM SIGN MEN-B
MES,PROTO-CUNEIFORM SIGN MES
MES,PROTO-CUNEIFORM SIGN MES VARIANT 1
MIR~a,PROTO-CUNEIFORM SIGN MIR-A
MIR~b,PROTO-CUNEIFORM SIGN MIR-B
MU,PROTO-CUNEIFORM SIGN MU
MUD,PROTO-CUNEIFORM SIGN MUD
MUD,PROTO-CUNEIFORM SIGN MUD VARIANT 1
MUD3~a,PROTO-CUNEIFORM SIGN MUD3-A
MUD3~a@g,PROTO-CUNEIFORM SIGN MUD3-A GUNU
|MUD3~a@gxGU|,PROTO-CUNEIFORM SIGN MUD3-A GUNU TIMES GU
MUD3~b,PROTO-CUNEIFORM SIGN MUD3-B
MUD3~c,PROTO-CUNEIFORM SIGN MUD3-C
MUD3~d,PROTO-CUNEIFORM SIGN MUD3-D
MUL,PROTO-CUNEIFORM SIGN MUL
MUN~a1,PROTO-CUNEIFORM SIGN MUN-A1
MUN~a2,PROTO-CUNEIFORM SIGN MUN-A2
MUN~a3,PROTO-CUNEIFORM SIGN MUN-A3
MUN~a4,PROTO-CUNEIFORM SIGN MUN-A4
MUN~b,PROTO-CUNEIFORM SIGN MUN-B
MUNSZUB~a,PROTO-CUNEIFORM SIGN MUNSHUB-A
MUNSZUB~b,PROTO-CUNEIFORM SIGN MUNSHUB-B
MUNU3,PROTO-CUNEIFORM SIGN MUNU3
MURUB2,PROTO-CUNEIFORM SIGN MURUB2
MUSZ,PROTO-CUNEIFORM SIGN MUSH
MUSZ3~a,PROTO-CUNEIFORM SIGN MUSH3-A
MUSZ3~a,PROTO-CUNEIFORM SIGN MUSH3-A VARIANT 1
MUSZ3~a,PROTO-CUNEIFORM SIGN MUSH3-A VARIANT 2
MUSZ3~a@g,PROTO-CUNEIFORM SIGN MUSH3-A GUNU
MUSZ3~a@g,PROTO-CUNEIFORM SIGN MUSH3-A GUNU VARIANT 1
MUSZ3~b,PROTO-CUNEIFORM SIGN MUSH3-B
MUSZEN,PROTO-CUNEIFORM SIGN MUSHEN
|MUSZENx1(N57)|,PROTO-CUNEIFORM SIGN MUSHEN TIMES ONE-N57
|MUSZENx2(N57)|,PROTO-CUNEIFORM SIGN MUSHEN TIMES TWO-N57
|MUSZENx3(N57)|,PROTO-CUNEIFORM SIGN MUSHEN TIMES THREE-N57
|MUSZENxPAP~a|,PROTO-CUNEIFORM SIGN MUSHEN TIMES PAP-A
|MUSZEN.UR3~b2|,PROTO-CUNEIFORM SIGN MUSHEN BESIDE UR3-B2
|MUSZENxX|,PROTO-CUNEIFORM SIGN MUSHEN TIMES X
NA~a,PROTO-CUNEIFORM SIGN NA-A
NA~b,PROTO-CUNEIFORM SIGN NA-B
NA~c,PROTO-CUNEIFORM SIGN NA-C
NA~d,PROTO-CUNEIFORM SIGN NA-D
NA2~a,PROTO-CUNEIFORM SIGN NA2-A
NA2~a,PROTO-CUNEIFORM SIGN NA2-A VARIANT 1
NA2~b1,PROTO-CUNEIFORM SIGN NA2-B1
NA2~b2,PROTO-CUNEIFORM SIGN NA2-B2
NAB,PROTO-CUNEIFORM SIGN NAB
NAB,PROTO-CUNEIFORM SIGN NAB VARIANT 1
NAB,PROTO-CUNEIFORM SIGN NAB VARIANT 2
NAGA~a,PROTO-CUNEIFORM SIGN NAGA-A
|NAGA~axTAK4~a|,PROTO-CUNEIFORM SIGN NAGA-A TIMES TAK4-A
NAGA~b,PROTO-CUNEIFORM SIGN NAGA-B
NAGAR~a,PROTO-CUNEIFORM SIGN NAGAR-A
NAGAR~a,PROTO-CUNEIFORM SIGN NAGAR-A VARIANT 1
NAGAR~a,PROTO-CUNEIFORM SIGN NAGAR-A VARIANT 2
NAGAR~a,PROTO-CUNEIFORM SIGN NAGAR-A VARIANT 3
NAGAR~b,PROTO-CUNEIFORM SIGN NAGAR-B
NAGAR~b,PROTO-CUNEIFORM SIGN NAGAR-B VARIANT 1
NAM~a,PROTO-CUNEIFORM SIGN NAM-A
NAM~b,PROTO-CUNEIFORM SIGN NAM-B
NAM~c,PROTO-CUNEIFORM SIGN NAM-C
NAM~d,PROTO-CUNEIFORM SIGN NAM-D
NAM2,PROTO-CUNEIFORM SIGN NAM2
|NAM2x1(N01)|,PROTO-CUNEIFORM SIGN NAM2 TIMES ONE-N1
NAM2@t,PROTO-CUNEIFORM SIGN NAM2 TENU
NAM2@g,PROTO-CUNEIFORM SIGN NAM2 GUNU
NAMESZDA,PROTO-CUNEIFORM SIGN NAMESHDA
NAMESZDA,PROTO-CUNEIFORM SIGN NAMESHDA VARIANT 1
NANNA~a,PROTO-CUNEIFORM SIGN NANNA-A
NANNA~a,PROTO-CUNEIFORM SIGN NANNA-A VARIANT 1
NANNA~b,PROTO-CUNEIFORM SIGN NANNA-B
NANSZE~a,PROTO-CUNEIFORM SIGN NANSHE-A
NANSZE~b,PROTO-CUNEIFORM SIGN NANSHE-B
NAR,PROTO-CUNEIFORM SIGN NAR
NE~a,PROTO-CUNEIFORM SIGN NE-A
NE~a,PROTO-CUNEIFORM SIGN NE-A VARIANT 1
NE~a,PROTO-CUNEIFORM SIGN NE-A VARIANT 2
NE~b,PROTO-CUNEIFORM SIGN NE-B
NE~c,PROTO-CUNEIFORM SIGN NE-C
NE~d,PROTO-CUNEIFORM SIGN NE-D
NERGAL~x,PROTO-CUNEIFORM SIGN NERGAL-X
NESAG2~a,PROTO-CUNEIFORM SIGN NESAG2-A
NESAG2~a,PROTO-CUNEIFORM SIGN NESAG2-A VARIANT 1
NESAG2~b,PROTO-CUNEIFORM SIGN NESAG2-B
NESAG2~b,PROTO-CUNEIFORM SIGN NESAG2-B VARIANT 1
NESAG2~b@t,PROTO-CUNEIFORM SIGN NESAG2-B TENU
NI~a,PROTO-CUNEIFORM SIGN NI-A
|NI~ax1(N57)|,PROTO-CUNEIFORM SIGN NI-A TIMES ONE-N57
|NI~a.RU|,PROTO-CUNEIFORM SIGN NI-A BESIDE RU
NI~a@g,PROTO-CUNEIFORM SIGN NI-A GUNU
NI~b,PROTO-CUNEIFORM SIGN NI-B
|NI~bx4(N57)|,PROTO-CUNEIFORM SIGN NI-B TIMES FOUR-N57
|NI~bxX|,PROTO-CUNEIFORM SIGN NI-B TIMES X
NI2,PROTO-CUNEIFORM SIGN NI2
NIGIN,PROTO-CUNEIFORM SIGN NIGIN
NIM~a,PROTO-CUNEIFORM SIGN NIM-A
NIM~b1,PROTO-CUNEIFORM SIGN NIM-B1
NIM~b2,PROTO-CUNEIFORM SIGN NIM-B2
NIM~b3,PROTO-CUNEIFORM SIGN NIM-B3
NIMGIR,PROTO-CUNEIFORM SIGN NIMGIR
NIMGIR,PROTO-CUNEIFORM SIGN NIMGIR VARIANT 1
NIN,PROTO-CUNEIFORM SIGN NIN
NINDA2,PROTO-CUNEIFORM SIGN NINDA2
|NINDA2x1(N01)|,PROTO-CUNEIFORM SIGN NINDA2 TIMES ONE-N1
|NINDA2x1(N06)|,PROTO-CUNEIFORM SIGN NINDA2 TIMES ONE-N6
|NINDA2x1(N08)|,PROTO-CUNEIFORM SIGN NINDA2 TIMES ONE-N8
|NINDA2x2(N01)|,PROTO-CUNEIFORM SIGN NINDA2 TIMES TWO-N1
NINDA2,PROTO-CUNEIFORM SIGN NINDA2 VARIANT 1
|NINDA2xAN|,PROTO-CUNEIFORM SIGN NINDA2 TIMES AN
|NINDA2x(AN.HI)|,PROTO-CUNEIFORM SIGN NINDA2 TIMES AN BESIDE HI
|NINDA2x(AN.ME~a)|,PROTO-CUNEIFORM SIGN NINDA2 TIMES AN BESIDE ME-A
|NINDA2x(AN.X)|,PROTO-CUNEIFORM SIGN NINDA2 TIMES AN BESIDE X
|NINDA2xBA|,PROTO-CUNEIFORM SIGN NINDA2 TIMES BA
|NINDA2xEZEN~b|,PROTO-CUNEIFORM SIGN NINDA2 TIMES EZEN-B
|NINDA2xGA'AR~a1|,PROTO-CUNEIFORM SIGN NINDA2 TIMES GAAR-A1
|NINDA2xGAR|,PROTO-CUNEIFORM SIGN NINDA2 TIMES GAR
|NINDA2xGISZ|,PROTO-CUNEIFORM SIGN NINDA2 TIMES GISH
|NINDA2x(GISZ.DAR~a)|,PROTO-CUNEIFORM SIGN NINDA2 TIMES GISH BESIDE DAR-A
|NINDA2xGU4|,PROTO-CUNEIFORM SIGN NINDA2 TIMES GU4
|NINDA2xGUDU4|,PROTO-CUNEIFORM SIGN NINDA2 TIMES GUDU4
|NINDA2xGUDU4|,PROTO-CUNEIFORM SIGN NINDA2 TIMES GUDU4 VARIANT 1
|NINDA2xGUDU4|,PROTO-CUNEIFORM SIGN NINDA2 TIMES GUDU4 VARIANT 2
|NINDA2xGUDU4|,PROTO-CUNEIFORM SIGN NINDA2 TIMES GUDU4 VARIANT 3
|NINDA2xHI|,PROTO-CUNEIFORM SIGN NINDA2 TIMES HI
|NINDA2x(HI.AN.ME~a)|,PROTO-CUNEIFORM SIGN NINDA2 TIMES HI BESIDE AN BESIDE ME-A
|NINDA2x(HI.ME~a)|,PROTO-CUNEIFORM SIGN NINDA2 TIMES HI BESIDE ME-A
|NINDA2x(HI.X)|,PROTO-CUNEIFORM SIGN NINDA2 TIMES HI BESIDE X
|NINDA2x(HI@g~a.1(N06))|,PROTO-CUNEIFORM SIGN NINDA2 TIMES HI GUNU-A BESIDE ONE-N6
|NINDA2xKASZ~b|,PROTO-CUNEIFORM SIGN NINDA2 TIMES KASH-B
|NINDA2xMAR~b|,PROTO-CUNEIFORM SIGN NINDA2 TIMES MAR-B
|NINDA2xNE~a|,PROTO-CUNEIFORM SIGN NINDA2 TIMES NE-A
|NINDA2xSZIM~a|,PROTO-CUNEIFORM SIGN NINDA2 TIMES SHIM-A
|NINDA2xU4|,PROTO-CUNEIFORM SIGN NINDA2 TIMES U4
|NINDA2x(U4.X)|,PROTO-CUNEIFORM SIGN NINDA2 TIMES U4 BESIDE X
|NINDA2x((UDU~axTAR)~a)|,PROTO-CUNEIFORM SIGN NINDA2 TIMES UDU-A TIMES TAR FORM A
|NINDA2x((UDU~axTAR)~b)|,PROTO-CUNEIFORM SIGN NINDA2 TIMES UDU-A TIMES TAR FORM B
|NINDA2xX|,PROTO-CUNEIFORM SIGN NINDA2 TIMES X
|NINDA2x(X.MASZ)|,PROTO-CUNEIFORM SIGN NINDA2 TIMES X BESIDE MASH
|NINDA2x(ZATU659x1(N01))|,PROTO-CUNEIFORM SIGN NINDA2 TIMES ZATU659 TIMES ONE-N1
NINKUM,PROTO-CUNEIFORM SIGN NINKUM
NINLIL,PROTO-CUNEIFORM SIGN NINLIL
NIR~a,PROTO-CUNEIFORM SIGN NIR-A
|NIR~axAN|,PROTO-CUNEIFORM SIGN NIR-A TIMES AN
NIR~b,PROTO-CUNEIFORM SIGN NIR-B
NU,PROTO-CUNEIFORM SIGN NU
NU@g,PROTO-CUNEIFORM SIGN NU GUNU
NU11,PROTO-CUNEIFORM SIGN NU11
|NU11&NU11|,PROTO-CUNEIFORM SIGN NU11 OVER NU11
NU11@t,PROTO-CUNEIFORM SIGN NU11 TENU
NUMUN,PROTO-CUNEIFORM SIGN NUMUN
NUMUN2,PROTO-CUNEIFORM SIGN NUMUN2
NUN~a,PROTO-CUNEIFORM SIGN NUN-A
|NUN~a+A|,PROTO-CUNEIFORM SIGN NUN-A JOINING A
|NUN~a+EN~a|,PROTO-CUNEIFORM SIGN NUN-A JOINING EN-A
|NUN~a+EN~b|,PROTO-CUNEIFORM SIGN NUN-A JOINING EN-B
|NUN~a+EN~d|,PROTO-CUNEIFORM SIGN NUN-A JOINING EN-D
|NUN~a+NAM2|,PROTO-CUNEIFORM SIGN NUN-A JOINING NAM2
NUN~b,PROTO-CUNEIFORM SIGN NUN-B
|NUN~b+EN~a|,PROTO-CUNEIFORM SIGN NUN-B JOINING EN-A
NUN~c,PROTO-CUNEIFORM SIGN NUN-C
NUN~c,PROTO-CUNEIFORM SIGN NUN-C VARIANT 1
NUN~c,PROTO-CUNEIFORM SIGN NUN-C VARIANT 2
NUN~c,PROTO-CUNEIFORM SIGN NUN-C VARIANT 3
NUN~d,PROTO-CUNEIFORM SIGN NUN-D
NUNUZ~a0,PROTO-CUNEIFORM SIGN NUNUZ-A0
NUNUZ~a1,PROTO-CUNEIFORM SIGN NUNUZ-A1
NUNUZ~a1@t,PROTO-CUNEIFORM SIGN NUNUZ-A1 TENU
NUNUZ~a2,PROTO-CUNEIFORM SIGN NUNUZ-A2
NUNUZ~b1,PROTO-CUNEIFORM SIGN NUNUZ-B1
NUNUZ~b2,PROTO-CUNEIFORM SIGN NUNUZ-B2
NUNUZ~c,PROTO-CUNEIFORM SIGN NUNUZ-C
NUNUZ~c,PROTO-CUNEIFORM SIGN NUNUZ-C VARIANT 1
NUNUZ~c,PROTO-CUNEIFORM SIGN NUNUZ-C VARIANT 2
NUNUZ~c,PROTO-CUNEIFORM SIGN NUNUZ-C VARIANT 3
PA~a,PROTO-CUNEIFORM SIGN PA-A
PA~a,PROTO-CUNEIFORM SIGN PA-A VARIANT 1
PA~a,PROTO-CUNEIFORM SIGN PA-A VARIANT 2
PA~b,PROTO-CUNEIFORM SIGN PA-B
PA3,PROTO-CUNEIFORM SIGN PA3
PAD~a,PROTO-CUNEIFORM SIGN PAD-A
PAD~b,PROTO-CUNEIFORM SIGN PAD-B
PAP~a,PROTO-CUNEIFORM SIGN PAP-A
PAP~a@t,PROTO-CUNEIFORM SIGN PAP-A TENU
PAP~b,PROTO-CUNEIFORM SIGN PAP-B
PAP~b,PROTO-CUNEIFORM SIGN PAP-B VARIANT 1
PIRIG~a1,PROTO-CUNEIFORM SIGN PIRIG-A1
PIRIG~a2,PROTO-CUNEIFORM SIGN PIRIG-A2
PIRIG~a3,PROTO-CUNEIFORM SIGN PIRIG-A3
PIRIG~b1,PROTO-CUNEIFORM SIGN PIRIG-B1
|PIRIG~b1xUR2|,PROTO-CUNEIFORM SIGN PIRIG-B1 TIMES UR2
PIRIG~b2,PROTO-CUNEIFORM SIGN PIRIG-B2
PU2,PROTO-CUNEIFORM SIGN PU2
RA,PROTO-CUNEIFORM SIGN RA
RAD~a,PROTO-CUNEIFORM SIGN RAD-A
RAD~a@t,PROTO-CUNEIFORM SIGN RAD-A TENU
RAD~a@g,PROTO-CUNEIFORM SIGN RAD-A GUNU
RAD~b,PROTO-CUNEIFORM SIGN RAD-B
RI,PROTO-CUNEIFORM SIGN RI
RI~x,PROTO-CUNEIFORM SIGN RI-X
RI8~a,PROTO-CUNEIFORM SIGN RI8-A
RI8~b,PROTO-CUNEIFORM SIGN RI8-B
RU,PROTO-CUNEIFORM SIGN RU
RU,PROTO-CUNEIFORM SIGN RU VARIANT 1
RU@t,PROTO-CUNEIFORM SIGN RU TENU
SA~a,PROTO-CUNEIFORM SIGN SA-A
SA~c,PROTO-CUNEIFORM SIGN SA-C
SA~c,PROTO-CUNEIFORM SIGN SA-C VARIANT 1
SAG,PROTO-CUNEIFORM SIGN SAG
|SAGx1(N14)|,PROTO-CUNEIFORM SIGN SAG TIMES ONE-N14
SAG,PROTO-CUNEIFORM SIGN SAG VARIANT 1
SAG,PROTO-CUNEIFORM SIGN SAG VARIANT 2
|SAGxGESZTU~a|,PROTO-CUNEIFORM SIGN SAG TIMES GESHTU-A
|SAGxGESZTU~b|,PROTO-CUNEIFORM SIGN SAG VARIANT 1 TIMES GESHTU-B
|SAGxGESZTU~b|,PROTO-CUNEIFORM SIGN SAG TIMES GESHTU-B VARIANT 1
|SAGxGESZTU~c|,PROTO-CUNEIFORM SIGN SAG TIMES GESHTU-C
|SAGxLAM~c|,PROTO-CUNEIFORM SIGN SAG TIMES LAM-C
|SAGxMA|,PROTO-CUNEIFORM SIGN SAG TIMES MA
|SAGxSAR~a|,PROTO-CUNEIFORM SIGN SAG TIMES SAR-A
SAG@g,PROTO-CUNEIFORM SIGN SAG GUNU
SAG@n,PROTO-CUNEIFORM SIGN SAG NUTILLU
SAGSZU,PROTO-CUNEIFORM SIGN SAGSHU
SAL,PROTO-CUNEIFORM SIGN SAL
|SALx1(N58)|,PROTO-CUNEIFORM SIGN SAL TIMES ONE-N58
|SAL.KUR~a|,PROTO-CUNEIFORM SIGN SAL BESIDE KUR-A
|SAL.LAM~b|,PROTO-CUNEIFORM SIGN SAL BESIDE LAM-B
|SAL.SZU2|,PROTO-CUNEIFORM SIGN SAL BESIDE SHU2
SANGA~a,PROTO-CUNEIFORM SIGN SANGA-A
SANGA~a,PROTO-CUNEIFORM SIGN SANGA-A VARIANT 1
SANGA~a,PROTO-CUNEIFORM SIGN SANGA-A VARIANT 2
SANGA~b,PROTO-CUNEIFORM SIGN SANGA-B
SANGA~b,PROTO-CUNEIFORM SIGN SANGA-B VARIANT 1
SANGA~c,PROTO-CUNEIFORM SIGN SANGA-C
SAR~a,PROTO-CUNEIFORM SIGN SAR-A
|SAR~axSZE~a|,PROTO-CUNEIFORM SIGN SAR-A TIMES SHE-A
SAR~b,PROTO-CUNEIFORM SIGN SAR-B
SAR~c,PROTO-CUNEIFORM SIGN SAR-C
