𒑱	�
dinig₃	a
dinir	a
|DIN.KASKAL|	|A.A|
|DIN.KASKAL.U@g.DIŠ|	|A.A.A@a.A|
|DIN.ŠE.NUN&NUN|	|A.A.A&A|
DIN@t	A@a
dinₓ	a
diŋir	a
dip	a
dipar	a
diq	a
dir	a
dir₂	a
dir₃	a
dir₄	a
dirgul	a
dirgulₓ	a
diri	a
dirig	a
diš	a
DIŠ	A
diš₂	a
diša	a
diš@c	a@a
DIŠ@c	A@a
|DIŠ.DAR|	|A.A|
|DIŠ.DIŠ.DIŠ|	|A.A.A|
|DIŠ.DIŠ.DIŠ.U.U|	|A.A.A.A.A|
|DIŠ.DIŠ.DIŠ.U.U.U|	|A.A.A.A.A.A|
diš@f	a@a
DIŠ@f	A@a
disgur	a
DIŠ@k	A@a
|DIŠ@k.DIŠ@k.DIŠ@k.DIŠ@k|	|A@a.A@a.A@a.A@a|
|DIŠ+NUN.LAGAR|	|A+A.A|
diš@t	a@a
DIŠ@t	A@a
dišₓ	a
ditanₓ	a
|DI.TAR|	|A.A|
diₓ	a
|DI.X|	|A.A|
DN	A
du	a
DU	A
du₁₀	a
du₁₁	a
du₁₂	a
du₁₃	a
du₁₄	a
du₁₅	a
du₁₆	a
du₂	a
du₂₀	a
du₂₄	a
du₂₅	a
du₂₆	a
du₃	a
du₄	a
du₅	a
du₅⁺	a
du₆	a
|DU₆×DU×KASKAL|	|A|
du₇	a
du₈	a
du₉	a
DU@90	A@1
dub	a
DUB	A
dub₂	a
DUB₂	A
|DUB₂.LUL|	|A.A|
dub₃	a
duba	a
duba₂	a
dubad	a
dubal	a
dubal₂	a
dubal₃	a
dubal₄	a
dubal₅	a
dubal₆	a
dubal₇	a
dubba	a
|DUB×(GA.A)|	|A(A.A)|
|DUB.LAGAB|	|A.A|
|DUB×LAGAB|	|A|
|DUB.ME|	|A.A|
|DUB.NAGAR|	|A.A|
dubsig	a
dubsik	a
dubu	a
dubu₂	a
dubul	a
dubulₓ	a
dubur	a
dubur₂	a
dubₓ	a
dud	a
dud₂	a
duda	a
dudda	a
duddu	a
dudu	a
|DU%DU|	|A%A|
|DU&DU|	|A&A|
|DU.DU|	|A.A|
|DU&DU.DU&DU|	|A&A.A&A|
|DU.DU.DU.DU|	|A.A.A.A|
duduₓ	a
dug	a
DU@g	A@a
DUG	A
dug₃	a
dug₄	a
dug₅	a
|DU@g.A|	|A@a.A|
duga₃	a
duga₄	a
|DUG×ANŠE|	|A|
|DUG×AŠ|	|A|
|DUG×AŠ@f|	|A@a|
dugaₓ	a
|DUG.BUR|	|A.A|
|DUG×DIN|	|A|
|DUG×DUB|	|A|
|DU@g.DU@g|	|A@a.A@a|
|DUG.DUG|	|A.A|
|DUG×DUN|	|A|
|DUG×ERIN₂|	|A|
DU@g@g	A@a@a
|DUG×GA|	|A|
|DUG×GI|	|A|
|DUG×GIR₂@g|	|A@a|
|DUG×GIŠ|	|A|
duggu	a
|DUG×HA|	|A|
|DUG×HI|	|A|
|DUG×IGI@g|	|A@a|
dugin	a
dugin₂	a
dugina	a
dugina₂	a
|DU@g×KASKAL|	|A@aA|
|DUG×KASKAL|	|A|
|DUG×KUR|	|A|
|DUG×KUŠU₂|	|A|
|DUG×(KUŠU₂.KASKAL)|	|A(A.A)|
|DUG×LAK20|	|A1|
|DUG×LAM|	|A|
|DUG×(LAM×KUR)|	|A(A)|
|DUG×LUH|	|A|
|DUG×(LUH.GIŠ)|	|A(A.A)|
|DUG×MAŠ|	|A|
|DUG×MES|	|A|
|DUG×MI|	|A|
|DUG×NI|	|A|
|DUG.PAP.BUR|	|A.A.A|
|DUG×PI|	|A|
|DUG×ŠE|	|A|
|DUG×SI@g|	|A@a|
|DUG.SILA₃.BUR|	|A.A.A|
|DUG.SILA₃.BUR.NA|	|A.A.A.A|
|DUG×ŠUBUR|	|A|
dugu	a
dugud	a
DUGUD	A
duguda	a
duguₓ	a
dugₓ	a
duh	a
DUH	A
DUH@g	A@a
|DU.HUB₂|	|A.A|
duk	a
duk₂	a
duka	a
|DU×KASKAL|	|A|
|DU.KI|	|A.A|
dukudₓ	a
dukuₓ	a
dul	a
dul₁₀	a
dul₂	a
dul₃	a
dul₄	a
dul₅	a
dul₆	a
dul₇	a
dul₈	a
dul₉	a
|DU.LAGAR@g|	|A.A@a|
duliₓ	a
dulluₓ	a
dulu	a
dulum	a
dulum₂	a
dulumaₓ	a
duluₓ	a
dulₓ	a
dum	a
dum₄	a
dumgal	a
dumu	a
dumₓ	a
dun	a
DUN	A
dun₃	a
dun₃⁺	a
DUN₃	A
DUN₃@g	A@a
DUN₃@g@g	A@a@a
DUN₃@g@g@s	A@a@a@a
|DUN₃@g@g.UŠ|	|A@a@a.A|
|DUN₃@g@g×UŠ|	|A@a@aA|
|DUN₃@g@g.ZA|	|A@a@a.A|
|DUN₃@g×(MU.KAK)|	|A@a(A.A)|
|DUN₃@g.UŠ|	|A@a.A|
dun₄	a
DUN₄	A
dun₅	a
dun₆	a
duna	a
dunda	a
DUN@g	A@a
dunga	a
dunga₂	a
dungaₓ	a
dungu	a
dunguₓ	a
|DUN.NE.TUR|	|A.A.A|
|DUN.TUR|	|A.A|
dunₓ	a
dup	a
dup₂	a
dupsik	a
dupsikₓ	a
duq	a
dur	a
dur₁₀	a
dur₁₁	a
dur₂	a
DUR₂	A
|DUR₂&DUR₂|	|A&A|
|DUR₂.DUR₂|	|A.A|
dur₃	a
dur₄	a
dur₅	a
dur₆	a
dur₈	a
dur₉	a
durah	a
durah₂	a
durba	a
durgul	a
duriₓ	a
durme	a
dūru	a
duru₂	a
duru₃	a
duru₄	a
duru₅	a
duru₉	a
durum	a
durum₂	a
durum₄	a
durun	a
durun₃	a
duruna	a
duruna₂	a
duruna₃	a
duruna₄	a
durunaₓ	a
durungal	a
durunₓ	a
durₓ	a
DU@s	A@a
duš	a
duš₂	a
|DU@s.A|	|A@a.A|
|DU@s&DU@s|	|A@a&A@a|
|DU@s.DU@s|	|A@a.A@a|
dusi	a
dusi₂	a
|DU@s.KI|	|A@a.A|
|DU@s.PA|	|A@a.A|
dussa₂	a
dussu	a
dusu	a
dusu₂	a
dusuₓ	a
duttu	a
duṭu	a
duₓ	a
e	a
E	A
e₁₀	a
e₁₁	a
e₁₂	a
e₁₄	a
e₂	a
E₂	A
|E₂.A|	|A.A|
|E₂×(A.HA.DA)|	|A(A.A.A)|
|E₂.AN.ŠE.NAGA|	|A.A.A.A|
|E₂×AŠ@t|	|A@a|
|E₂×BAD|	|A|
|E₂.BALAG|	|A.A|
|E₂.BAR|	|A.A|
|E₂×GAR|	|A|
|E₂.GI.NA.AB.HI|	|A.A.A.A.A|
|E₂.GI.NA.AB.TUM|	|A.A.A.A.A|
|E₂.GI.NA.AB.U.GUD|	|A.A.A.A.A.A|
|E₂.GI.NA.TUM|	|A.A.A.A|
|E₂.GIŠ.TUG₂.PI.AN.ŠE.NAGA|	|A.A.A.A.A.A.A|
|E₂.KI.SUM.GA|	|A.A.A.A|
|E₂×KUR|	|A|
|E₂.KUR.BAD|	|A.A.A|
|E₂.LU₂×GAN₂@t.A|	|A.A@a.A|
|E₂.MI|	|A.A|
|E₂×MI|	|A|
|E₂×MIN|	|A|
|E₂.NUN|	|A.A|
|E₂×PAP|	|A|
|E₂.PAP.GAŠAN.DIŠ|	|A.A.A.A|
|E₂.SAL|	|A.A|
|E₂×SAL|	|A|
|E₂.ŠE|	|A.A|
|E₂×ŠE|	|A|
|E₂.SIG₄|	|A.A|
|E₂×U|	|A|
|E₂.UŠ.BU.DA|	|A.A.A.A|
|E₂×X|	|A|
e₃	a
|E₃.E₃|	|A.A|
e₄	a
e₅	a
e₆	a
e₇	a
e₈	a
ea	a
eb	a
eb₂	a
ebeh	a
ebih	a
ebih₂	a
ebir	a
ebir₃	a
ebir₄	a
ebirₓ	a
ebla	a
ebur	a
eburuₓ	a
ed	a
ed₂	a
ed₃	a
ed₄	a
edakua	a
edakua₂	a
edakuaₓ	a
edamu	a
edaₓ	a
eden	a
edena	a
edi	a
edimₓ	a
edin	a
EDIN	A
edina	a
|EDIN.A|	|A.A|
|EDIN.A.LAL|	|A.A.A|
|EDIN.A.SU|	|A.A.A|
|EDIN.A.SU.A|	|A.A.A.A|
|EDIN.LAL|	|A.A|
|EDIN.LAL.A|	|A.A.A|
edur	a
eduru	a
eduruₓ	a
edₓ	a
|E&E.NUN&NUN|	|A&A.A&A|
eg	a
eg₂	a
eg₃	a
ega	a
ega₂	a
egar	a
egara	a
egaraₓ	a
egarₓ	a
ege	a
ege₂	a
eger	a
eger₂	a
eger₃	a
eger₄	a
eger₅	a
egera	a
egi	a
egi₂	a
egia	a
egir	a
EGIR	A
egir₂	a
egir₃	a
egir₄	a
egir₅	a
EGIR@g	A@a
egirsu	a
egirₓ	a
egiₓ	a
egur₄	a
eh	a
eh₂	a
eh₃	a
ehalla	a
ehe	a
eheh	a
ehehhe	a
ehi	a
ehili	a
ehₓ	a
ek	a
eki	a
|E.KISIM₅×(A.MAŠ)|	|A.A(A.A)|
|E.KISIM₅×BALAG|	|A.A|
|E.KISIM₅×GA|	|A.A|
|E.KISIM₅×GIR₂|	|A.A|
|E.KISIM₅×LA|	|A.A|
|E.KISIM₅×TAK₄|	|A.A|
|E.KISIM₅×(U₂.GIR₂)|	|A.A(A.A)|
el	a
EL	A
el₂	a
el₃	a
el₄	a
ela	a
elal	a
elal₂	a
elam	a
elama	a
elamkuš	a
elamkuš₂	a
elamkuš₃	a
elamkuš₄	a
elamkušₓ	a
elamu	a
eldig	a
ele	a
ele₂	a
eli	a
elilla	a
elimmuₓ	a
ella	a
ella₂	a
ellag	a
ellag₂	a
ellam	a
ellamkuš	a
ellamkuš₂	a
ellamkuš₃	a
ellamkuš₄	a
ellamkuš₅	a
ellamkušₓ	a
ellandu	a
ellaŋ	a
ellaŋ₂	a
ellaŋₓ	a
ellat	a
ellil	a
|EL.SUD|	|A.A|
em	a
em₃	a
em₄	a
emaš	a
eme	a
eme₂	a
eme₃	a
eme₄	a
eme₅	a
eme₆	a
eme₇	a
eme₈	a
emeda	a
emeda₃	a
emedaₓ	a
emedu	a
emedu₂	a
emedub	a
emedub₂	a
emengi	a
emenₓ	a
emeŋarŋarₓ	a
emeŋarₓ	a
emerah	a
emerahₓ	a
emeš	a
emeš₂	a
emesig	a
emeₓ	a
emezi	a
emeziₓ	a
emma	a
emma₂	a
emmen	a
emmen₂	a
emmin	a
emmin₂	a
emuš	a
emₓ	a
en	a
EN	A
en₂	a
en₃	a
en₄	a
en₅	a
en₆	a
en₇	a
en₈	a
ena	a
|EN×A|	|A|
enaqa	a
enbir	a
|EN.DAG.NUN.X|	|A.A.A.A|
endamekar	a
endib	a
endibdim	a
endibₓ	a
|EN.DIM₂.GIG|	|A.A.A|
endub	a
endur	a
|EN.E₂|	|A.A|
enegi	a
enegi₃	a
enegir	a
enegir₃	a
enem	a
|EN%EN|	|A%A|
|EN@EN|	|A@A|
|EN%EN.IM%IM|	|A%A.A%A|
|EN×GAN₂|	|A|
|EN×GAN₂@t|	|A@a|
engar	a
engara	a
engarₓ	a
|EN.GI|	|A.A|
engiz	a
engiz₂	a
engizₓ	a
engur	a
engurₓ	a
eni	a
|EN×IGI@g|	|A@a|
|EN×IGI@g.NUN.ME.EZEN×KASKAL|	|A@a.A.A.A|
enigin	a
enim	a
enim₂	a
enkar	a
enkara	a
|EN.KI|	|A.A|
|EN.KID|	|A.A|
enku	a
|EN.KU.A|	|A.A.A|
enkud	a
enkudₓ	a
enkum	a
enkumₓ	a
|EN×KUR|	|A|
enkuₓ	a
|EN.LI|	|A.A|
enlilₓ	a
|EN×MAŠ|	|A|
|EN.MAŠ.KAK|	|A.A.A|
enme	a
|EN×ME|	|A|
|EN.ME.AD.KU₃|	|A.A.A.A|
|EN.ME.AN.MUŠ₃|	|A.A.A.A|
|EN.ME.AN×MUŠ₃|	|A.A.A|
|EN.ME.GI|	|A.A.A|
|EN.ME.GI₄|	|A.A.A|
|EN×ME.GI₄|	|A.A|
|EN.ME.LAGAR|	|A.A.A|
|EN.ME.LI|	|A.A.A|
|EN×ME.LI|	|A.A|
|EN.ME.MU|	|A.A.A|
enmen	a
enmen₂	a
|EN.ME.ZI.AN.NA|	|A.A.A.A.A|
enna	a
ennegi	a
ennigi	a
ennigi₂	a
ennigi₃	a
ennin	a
|EN.NU.NUNUZ.ZI.AN.ŠEŠ.KI|	|A.A.A.A.A.A.A|
|EN.NU.NUNUZ.ZI.AN.UD|	|A.A.A.A.A.A|
|EN.NUNUZ.DIM₂|	|A.A.A|
|EN.NUNUZ.MA|	|A.A.A|
|EN.NUNUZ.ZI.AN.ŠEŠ.KI|	|A.A.A.A.A.A|
|EN.NUNUZ.ZI.AN.UD|	|A.A.A.A.A|
|EN.PAP.E.IGI@g.NUN.ME.EZEN×KASKAL|	|A.A.A.A@a.A.A.A|
|EN.PAP.IGI@g.NUN.EZEN×KASKAL|	|A.A.A@a.A.A|
|EN.PAP.IGI@g.NUN.ME.EZEN×KASKAL|	|A.A.A@a.A.A.A|
enšab	a
enšada	a
enšadu	a
ensag	a
|EN.SAL.ME.NUNUZ.ZI.AN.ŠEŠ.KI|	|A.A.A.A.A.A.A.A|
|EN.SAL.NUNUZ.ZI.AN.ŠEŠ.KI|	|A.A.A.A.A.A.A|
|EN.ŠEŠ|	|A.A|
ensi	a
ensi₂	a
ensi₃	a
ensik	a
ensiₓ	a
enten	a
entena	a
|EN.TI|	|A.A|
enu	a
|EN×U|	|A|
enₓ	a
|EN×X|	|A|
|EN.ZU|	|A.A|
eŋ₃	a
eŋar	a
eŋara	a
eŋaraₓ	a
eŋer	a
eŋera	a
eŋir	a
eŋir₅	a
ep	a
ep₂	a
|E×PAP|	|A|
|E.PAP.PAP|	|A.A.A|
epig	a
epigₓ	a
epir	a
epir₂	a
epir₃	a
epir₄	a
eq	a
eqlu	a
eqqil	a
er	a
er₁₁	a
er₁₃	a
er₁₄	a
er₂	a
er₃	a
er₄	a
er₆	a
er₉	a
era₂	a
erarimₓ	a
erba	a
erbe	a
erbura	a
ere	a
ere₁₃	a
ere₁₄	a
erem	a
eren	a
EREN	A
eren₂	a
eren₈	a
erena	a
erena₂	a
|EREN×KASKAL|	|A|
|EREN.ŠU.ME|	|A.A.A|
erenₓ	a
ereš	a
ereš₂	a
ereš₃	a
ereš₄	a
ereš₅	a
erešu	a
ereₓ	a
eri	a
eri₁₁	a
eri₁₂	a
eri₁₃	a
eri₁₄	a
eri₃	a
erib	a
eribura	a
eribₓ	a
erida	a
erida₂	a
eridu	a
eridug	a
eriduga	a
erigal	a
erigal₂	a
erigal₃	a
erim	a
erim₂	a
erim₃	a
erim₄	a
erim₅	a
erim₆	a
erim₇	a
erima₂	a
erimmaₓ	a
erimₓ	a
erin	a
erin₂	a
ERIN₂	A
|ERIN₂.KAB|	|A.A|
|ERIN₂.NA|	|A.A|
|ERIN₂.NUN.NA|	|A.A.A|
ERIN₂@t	A@a
|ERIN₂.UD|	|A.A|
|ERIN₂+X|	|A+A|
erin₃	a
erin₄	a
erin₅	a
erin₆	a
erin₇	a
erin₉	a
erina	a
erina₂	a
erina₈	a
erinₓ	a
eriš	a
eriš₂	a
eriš₄	a
eriš₆	a
eriš₇	a
erištiₓ	a
eriₓ	a
erraₓ	a
erṣetu	a
eru	a
eru₂	a
eru₃	a
eru₄	a
eru₅	a
erua	a
erua₂	a
erum	a
erum₂	a
erum₃	a
erum₄	a
erₓ	a
es	a
eš	a
eṣ	a
eš₁₀	a
eš₁₂	a
eš₁₃	a
eš₁₄	a
eš₁₅	a
eš₁₆	a
eš₁₇	a
eš₁₈	a
eš₁₉	a
es₂	a
eš₂	a
EŠ₂	A
eš₂₀	a
eš₂₁	a
eš₂₂	a
eš₂@90	a@1
EŠ₂@90	A@1
|EŠ₂.BU.EŠ₂.NUN.EŠ₂.TU|	|A.A.A.A.A.A|
|EŠ₂.BU.NUN.EŠ₂.TU|	|A.A.A.A.A|
|EŠ₂%EŠ₂|	|A%A|
|EŠ₂%EŠ₂.NUN|	|A%A.A|
|EŠ₂%EŠ₂.NUN.A|	|A%A.A.A|
EŠ₂@g@t	A@a@a
|EŠ₂@g@t%EŠ₂@g@t|	|A@a@a%A@a@a|
|EŠ₂.HUL₂|	|A.A|
|EŠ₂.KA|	|A.A|
|EŠ₂.MAH|	|A.A|
|EŠ₂.NUN.BU|	|A.A.A|
|EŠ₂.NUN.BU.ŠE|	|A.A.A.A|
|EŠ₂.PAP.PAP|	|A.A.A|
|EŠ₂.ŠE|	|A.A|
|EŠ₂.SUD.EŠ₂.TU|	|A.A.A.A|
|EŠ₂.SUD.NUN|	|A.A.A|
|EŠ₂.SUD.NUN.EŠ₂.TU|	|A.A.A.A.A|
|EŠ₂.SUD.NUN.TU.EŠ₂|	|A.A.A.A.A|
|EŠ₂.SUD.UD.NUN.EŠ₂.TU|	|A.A.A.A.A.A|
eš₂@t	a@a
EŠ₂@t	A@a
|EŠ₂@t.GIR₂@g|	|A@a.A@a|
|EŠ₂.TU.BU|	|A.A.A|
|EŠ₂.UD|	|A.A|
es₃	a
eš₃	a
eṣ₃	a
eš₄	a
es₅	a
eš₅	a
eš₆	a
eš₇	a
eš₈	a
eš₉	a
eša	a
eša₂	a
esa₃	a
eša₃	a
eša₅	a
esag	a
esag₂	a
esagtur	a
esagₓ	a
esaŋ	a
esaŋ₂	a
esaŋtur	a
esaŋₓ	a
ešaₓ	a
ešda	a
ešda₂	a
ešda₃	a
ešdaₓ	a
eše	a
eše₂	a
eše₃	a
eše₃@c	a@a
eše₄	a
eše@c	a@a
ešela	a
ešelal	a
ešemen	a
ešemen₂	a
ešemen₃	a
ešemen₄	a
ešemen₅	a
ešemin	a
ešemin₂	a
ešemin₃	a
ešemin₄	a
ešemin₅	a
esen	a
ešer	a
ešerₓ	a
eseš	a
ešeₓ	a
ešgal	a
ešgar	a
ešgarₓ	a
ešgiri	a
ešgiri₂	a
ešgunaₓ	a
ešgunuₓ	a
esi	a
esibir	a
esibₓ	a
esig	a
esikilla	a
esin	a
esir	a
esir₂	a
esir₃	a
esir₄	a
esir₅	a
esirha	a
esirhia	a
esirₓ	a
esiš₃	a
eškiri	a
eškiri₂	a
eškunuₓ	a
ešlug	a
ešqa	a
eššaba	a
essad	a
ešsad	a
eššad	a
essadu	a
ešsadu	a
eššana	a
eššeb	a
eštaₓ	a
eštub	a
|E.SUD.HUB₂×UD|	|A.A.A|
ešuₓ	a
ešₓ	a
et	a
eṭ	a
etam	a
eṭlu	a
|E.TUM|	|A.A|
|E.TUM.GA₂×(NUN&NUN)|	|A.A.A(A&A)|
eṭutu	a
etutum	a
eurre	a
ew	a
eₓ	a
ez	a
ez₃	a
eze	a
ezem	a
ezema	a
ezen	a
EZEN	A
ezen₄	a
EZEN@90	A@1
ezena	a
|EZEN×A|	|A|
|EZEN×(A.LAL)|	|A(A.A)|
|EZEN×(A.LAL₂)|	|A(A.A)|
|EZEN.AN|	|A.A|
|EZEN×AN|	|A|
|EZEN×AŠ|	|A|
|EZEN×BAD|	|A|
|EZEN×BAD.AN|	|A.A|
|(EZEN×BAD)@s|	|(A)@a|
|EZEN×BAD.SI.AB.BA|	|A.A.A.A|
|EZEN×DUN₃|	|A|
|EZEN×DUN₃@g|	|A@a|
|EZEN×DUN₃@g@g|	|A@a@a|
|EZEN×GAN₂@t|	|A@a|
|EZEN×GUD|	|A|
|EZEN×HA|	|A|
|EZEN×HA@g|	|A@a|
|EZEN×HAL|	|A|
|EZEN×IGI@g|	|A@a|
|EZEN×KASKAL|	|A|
|EZEN×KU₃|	|A|
|EZEN×KUR|	|A|
|EZEN×LA|	|A|
|EZEN×LAL₂|	|A|
|EZEN×LI|	|A|
|EZEN×LU|	|A|
ezennaₓ	a
|EZEN@s×AŠ|	|A@aA|
|EZEN×ŠE|	|A|
|EZEN@s×HI|	|A@aA|
|EZEN×ŠID|	|A|
|EZEN@s×IGI@g|	|A@aA@a|
|EZEN@s×LA|	|A@aA|
|EZEN@s×LAL|	|A@aA|
|EZEN@s×ME|	|A@aA|
|EZEN@s×MES|	|A@aA|
|EZEN@s×SU|	|A@aA|
|EZEN×SU|	|A|
|EZEN×U₂|	|A|
|EZEN×U@c|	|A@a|
|EZEN×UD|	|A|
|EZEN×X|	|A|
|EZEN×X.KI|	|A.A|
ezim₂	a
ezin	a
ezin₂	a
ezina₂	a
ezina₃	a
ezinam₂	a
ezinam₃	a
ezinan₂	a
ezinaₓ	a
ezinu₂	a
ezinu₃	a
ezinuₓ	a
eziₓ	a
eʾ	a
eʾ₃	a
eʾella	a
eʾi	a
eʾu	a
f	a
F₁	A
F₂	A
F₃	A
F₃@c	A@a
F₄	A
F₄@c	A@a
F₅	A
F₆	A
ga	a
GA	A
ga₁₄	a
ga₂	a
GA₂	A
|GA₂×(AB₂@t.TAB)|	|A(A@a.A)|
|GA₂×(A.DA.HA)|	|A(A.A.A)|
|GA₂×(A.EN)|	|A(A.A)|
|GA₂×(A.HA)|	|A(A.A)|
|GA₂×(A.IGI)|	|A(A.A)|
|GA₂×AN|	|A|
|GA₂×AN.AN.MUŠ₃|	|A.A.A|
|GA₂×AN.A.TU|	|A.A.A|
|GA₂×AN.DUN₃|	|A.A|
|GA₂×AN.DUN₃@g|	|A.A@a|
|GA₂×AN.GAN|	|A.A|
|GA₂×(AN.KAK.A)|	|A(A.A.A)|
|GA₂×AN.LUL|	|A.A|
|GA₂×AN.MUŠ₃|	|A.A|
|GA₂×AN.ŠIM|	|A.A|
|GA₂×AN.ŠIM×GAR|	|A.A|
|GA₂×AN.TU|	|A.A|
|GA₂×AN.X|	|A.A|
|GA₂×AŠ|	|A|
|GA₂×AŠ₂|	|A|
|GA₂×(AŠ₂.GAL)|	|A(A.A)|
|GA₂×(AŠ₂.TUR)|	|A(A.A)|
|GA₂×BAD|	|A|
|GA₂×BAHAR₂|	|A|
|GA₂×(BAR.RA)|	|A(A.A)|
|GA₂×BUR|	|A|
|GA₂×(BUR.LA)|	|A(A.A)|
|GA₂×BUR.ME|	|A.A|
|GA₂×(BUR.RA)|	|A(A.A)|
|GA₂×DA|	|A|
|GA₂×DI|	|A|
|GA₂×DIM|	|A|
|GA₂×DIM@g|	|A@a|
|GA₂×DIM×ŠE|	|A|
|GA₂×DUB|	|A|
|GA₂×(DUG×IGI@g)|	|A(A@a)|
|GA₂×(DUG×KASKAL)|	|A(A)|
|GA₂×(E₂.NE)|	|A(A.A)|
|GA₂×EL|	|A|
|GA₂×(EL.LA)|	|A(A.A)|
|GA₂×EN|	|A|
|GA₂×EN×GAN₂@t|	|A@a|
|GA₂×EN.NUN|	|A.A|
|GA₂×EREN|	|A|
|GA₂×ERIN₂|	|A|
|GA₂×GA|	|A|
|GA₂&GA₂|	|A&A|
|GA₂×GAM|	|A|
|GA₂×GAN₂@t|	|A@a|
|GA₂×GAR|	|A|
|GA₂×(GAR.DI)|	|A(A.A)|
|GA₂×GAR.ME|	|A.A|
|GA₂×(GAR.ME)|	|A(A.A)|
|GA₂×(GAR.NE)|	|A(A.A)|
|GA₂×GI|	|A|
|GA₂×GI₄|	|A|
|GA₂×(GI₄.A)|	|A(A.A)|
|GA₂×(GIR₂.SU)|	|A(A.A)|
|GA₂×GIŠ|	|A|
|GA₂×GUD|	|A|
|GA₂×HA|	|A|
|GA₂×HA.A|	|A.A|
|GA₂×(HA.A)|	|A(A.A)|
|GA₂×(HA.HA)|	|A(A.A)|
|GA₂×HAL|	|A|
|GA₂×(HAL.A)|	|A(A.A)|
|GA₂×(HAL.LA)|	|A(A.A)|
|GA₂×(HA.LU.EŠ₂)|	|A(A.A.A)|
|GA₂×(HA.LU.UB)|	|A(A.A.A)|
|GA₂×(HI.LI)|	|A(A.A)|
|GA₂×HUB₂|	|A|
|GA₂×IGI@g|	|A@a|
|GA₂×(IGI@g.ME)|	|A(A@a.A)|
|GA₂×IL₂|	|A|
|GA₂×(IŠ.HU.AŠ)|	|A(A.A.A)|
|GA₂×KAK|	|A|
|GA₂×(KAL.AN)|	|A(A.A)|
|GA₂×KASKAL|	|A|
|GA₂×KID|	|A|
|GA₂×(KID.LAL)|	|A(A.A)|
|GA₂×KU|	|A|
|GA₂×(KU₃.AN)|	|A(A.A)|
|GA₂×(KUŠU₂.KASKAL)|	|A(A.A)|
|GA₂×LA|	|A|
|GA₂×LAM|	|A|
|GA₂×(LAM×KUR)|	|A(A)|
|GA₂×LI|	|A|
|GA₂×LUH|	|A|
|GA₂×(ME.EN)|	|A(A.A)|
|GA₂×(ME.NA)|	|A(A.A)|
|GA₂×MI|	|A|
|GA₂×MUŠ|	|A|
|GA₂×NE|	|A|
|GA₂×(NE.E₂)|	|A(A.A)|
|GA₂×(NE.GI)|	|A(A.A)|
|GA₂×NUN|	|A|
|GA₂×NUN&NUN|	|A&A|
|GA₂×PA|	|A|
|GA₂×(PA.LAGAR)|	|A(A.A)|
|GA₂×SAL|	|A|
|GA₂×(SAL.ME)|	|A(A.A)|
|GA₂×SAR|	|A|
|GA₂×ŠE|	|A|
|GA₂×(ŠE.TUR)|	|A(A.A)|
|GA₂×ŠID|	|A|
|GA₂.SILA₃|	|A.A|
|GA₂×SILA₃|	|A|
|GA₂×(SILA₃.ME)|	|A(A.A)|
|GA₂×ŠIM|	|A|
|GA₂×ŠU|	|A|
|GA₂×SUM|	|A|
|GA₂×TAK₄|	|A|
|GA₂×TUR|	|A|
|GA₂×U|	|A|
|GA₂×UD|	|A|
|GA₂×(UD.DU)|	|A(A.A)|
|GA₂×X|	|A|
|GA₂×ZIZ₂|	|A|
|GA₂×(ZIZ₂.GAL)|	|A(A.A)|
ga₄	a
ga₅	a
ga₆	a
ga₇	a
|GA.A|	|A.A|
gab	a
gab₂	a
gab₃	a
gaba	a
GABA	A
gaba₂	a
GABA@90	A@1
|GABA%GABA|	|A%A|
|GA.BALAG|	|A.A|
|GABA.LIŠ|	|A.A|
gabar	a
gabar₂	a
|GABA.ŠU.SILA₃|	|A.A.A|
GABA@t	A@a
gabaₓ	a
gablumₓ	a
gabraₓ	a
gabu₂	a
gaburra	a
gabuₓ	a
gad	a
GAD	A
gada	a
|(GADA.GAR)&(GADA.GAR)|	|(A.A)&(A.A)|
|GAD+DIŠ×A|	|A+A|
|GAD.DUN₃|	|A.A|
|GAD&GAD.GAR&GAR|	|A&A.A&A|
gadi	a
gadibdim	a
|GA.DIŠ|	|A.A|
|GAD+KID₂.DUH|	|A+A.A|
gadma	a
|GAD.NAGA|	|A.A|
|GAD.PAD.MUŠ₃|	|A.A.A|
|GAD.TAK₄|	|A.A|
|GAD+TAK₄.DUH|	|A+A.A|
|GAD.TAK₄.GIŠ|	|A.A.A|
|GAD.TAK₄.SI|	|A.A.A|
|GAD.TAK₄.SI.A|	|A.A.A.A|
|GAD.TAK₄.UR₂|	|A.A.A|
gadu	a
gadub	a
|GA.DUB₂|	|A.A|
|GAD.UR₂×TAK₄|	|A.A|
gadₓ	a
gaeš	a
gaeš₂	a
gaešₓ	a
gag	a
GA@g	A@a
gaga	a
|GA.GA|	|A.A|
gagalam	a
gagar	a
gagaₓ	a
gaggim	a
gaggimₓ	a
gagi	a
gagi₂	a
gagia	a
gagia₂	a
gagig	a
gagigₓ	a
gagim	a
gagirsu	a
gagₓ	a
gahalla	a
|GA.HI×AŠ₂.BUR|	|A.A.A|
|GA.HI×AŠ₂.GAŠAN.DIŠ|	|A.A.A.A|
gahili	a
gaiku	a
gaiš	a
gaiš₂	a
gaiₓ	a
gak	a
|GA.KAD₃|	|A.A|
|GA.KA×GU.SAR|	|A.A.A|
|GA.KASKAL|	|A.A|
|GA.KASKAL.KAL.NE|	|A.A.A.A|
gakim	a
gakiṣṣu	a
